#{"t_start": 1777893224.684507, "env_id": "None"}
r,l,t
-26.394377,53,822.296246
3585.289399,208,822.809301
-455.412585,37,822.897231
2335.169969,145,824.324977
-209.984033,50,824.442669
2061.66148,91,824.674978
-128.034618,63,824.823143
3469.413533,153,825.215605
1449.609136,75,825.402344
1332.629198,52,825.540477
3015.642898,131,825.860544
1741.211714,76,826.037371
-231.535985,47,826.159885
-793.500797,24,826.219215
2583.212434,98,826.481438
2115.591042,72,826.662985
-893.853947,34,826.747591
1336.459853,69,829.015484
1381.709742,51,829.144886
-334.849584,56,829.278741
-267.808546,68,829.468855
1750.560046,68,829.63144
1685.762259,54,829.77131
2175.686705,104,830.029359
3525.426575,164,830.435843
2608.889143,113,830.73435
-755.32857,30,830.806983
1860.268592,92,831.029774
3143.596758,148,831.391635
-102.882936,60,831.547823
1777.063675,82,831.756301
3736.622433,166,832.210299
1599.384717,58,832.429116
2925.506129,117,834.125513
1905.882465,128,834.599008
2531.166851,104,834.998707
1321.221209,51,835.181811
324.529549,88,835.521759
1434.762987,85,835.731185
2223.958574,91,835.967066
834.692524
3265.982817,148,835.281642
1377.24295,62,835.502583
1215.188105,41,835.603477
1259.899313,84,835.815068
313
2489.370236,93,830.096762
-584.812258,34,830.186981
1414.714286,56,830.32004
2061.107957,90,830.564091
50.607466,58,830.71015
2599.906628,144,831.061213
323.863655,69,831.226061
2854.928297,119,831.52994
3817.767762,193,832.011729
1272.665562,68,832.229532
1983.160882,82,833.834538
1963.48018,85,834.110668
3340.27179,163,834.705491
3406.536828,157,835.334415
3156.504157,122,835.680351
-767.516282,28,835.760128
1850.585567,68,835.9399
1287.739285,57,836.086589
65,68,831.632698
1267.201204,68,831.809612
-752.113827,36,831.896432
1686.385385,80,832.104251
1595.597195,53,832.317718
2391.870817,102,833.961756
753.659845,81,834.236467
3499.538696,150,834.805376
2723.12838,101,835.19046
-604.724473,30,835.322693
2281.782256,94,835.605624
2316.379465,166,836.042592
